"PC1","PC2","PC3","System","Type"
-57.4965153575934,-170.082173387657,-67.5096220462179,"APO","APO"
-47.5805859970433,-192.04908787679,-63.4829253611944,"APO","APO"
-53.099174721329,-193.944214531783,-42.7085851299021,"APO","APO"
-71.1993699067517,-184.010514828985,-33.5959816968356,"APO","APO"
-86.295245339481,-170.514091543629,-33.4412246372552,"APO","APO"
-97.1894437231721,-178.641362800316,-30.0821836136185,"APO","APO"
-96.4135359350731,-177.476827088482,-49.4959965507948,"APO","APO"
-79.7131774734431,-169.286334066688,-54.9003331705543,"APO","APO"
-82.0481592356238,-163.105003219286,-49.7370131610287,"APO","APO"
-75.3137029686814,-161.79485603405,-41.5850213786791,"APO","APO"
-59.2812676083522,-173.414343987724,-57.1048088757222,"APO","APO"
-74.0683766031858,-196.793779149999,-55.2417437122964,"APO","APO"
-69.762234932156,-197.137397352715,-56.7060581752796,"APO","APO"
-72.9882326423086,-185.076116613286,-51.2483261952634,"APO","APO"
-71.472388111671,-180.282786527727,-61.4784693873965,"APO","APO"
-48.8203114976714,-185.237871944927,-48.4831323180761,"APO","APO"
-45.0430619134566,-178.087969799717,-55.3814600721747,"APO","APO"
-25.04412600842,-223.835826195856,-71.3176545676229,"APO","APO"
-48.712402375176,-225.83805521819,-60.0684220131313,"APO","APO"
-56.088651200267,-225.138814755434,-56.606895559436,"APO","APO"
-49.7520708067981,-232.929881113178,-65.479033866594,"APO","APO"
-62.2503500395584,-257.443230615176,-73.1325063715633,"APO","APO"
-58.0337771710723,-281.485620554506,-80.1929223059582,"APO","APO"
-48.8651900629032,-272.572137730846,-93.0748522373577,"APO","APO"
-40.5639981838539,-270.209887006606,-92.8193924905476,"APO","APO"
-41.6862062256124,-270.588822378915,-101.971790800656,"APO","APO"
-51.2622089005367,-252.53795297975,-96.7294175078006,"APO","APO"
-69.3252479907886,-251.77836253309,-81.1892951182347,"APO","APO"
-69.1145134830062,-246.444499767381,-85.6353502772115,"APO","APO"
-59.2754213283283,-261.231856781321,-119.400516997021,"APO","APO"
-50.4725048666755,-260.062330466918,-114.266150097702,"APO","APO"
-54.5554246553936,-266.564924259814,-107.959079555897,"APO","APO"
-82.6850768640652,-281.326875166104,-104.278433402071,"APO","APO"
-76.3255049394107,-286.909664341945,-112.017751844776,"APO","APO"
-86.7210693584913,-289.858667945216,-120.600659908945,"APO","APO"
-69.5394188148542,-288.455612297738,-141.565925787964,"APO","APO"
-68.7832032178184,-289.888388683785,-128.141574314265,"APO","APO"
-55.6015337159457,-304.698112522329,-131.52775474535,"APO","APO"
-70.4151588306123,-311.057542169222,-138.876542161963,"APO","APO"
-61.7485264800718,-311.424628378132,-151.264958443016,"APO","APO"
-54.6684718801864,-302.776088734794,-145.700543763475,"APO","APO"
-53.583153040021,-291.077371373226,-160.759982123319,"APO","APO"
-34.4717570390855,-302.988492677982,-182.958771059939,"APO","APO"
-31.4128184106022,-289.229120813196,-186.656699090662,"APO","APO"
-26.6776519233245,-263.483255119198,-172.145004024721,"APO","APO"
-23.2375771592969,-267.003604076105,-165.470174958642,"APO","APO"
-50.3881279940942,-276.742303784599,-165.247422979778,"APO","APO"
